"chromosome_name","start_position","end_position","ensembl_gene_id","entrezgene_id","gene_biotype","entrezgene_accession","entrezgene_description","go_id","name_1006","definition_1006"
"22",644535,660620,"ENSTGUG00000004717",100224111,"protein_coding","RAB11FIP1","RAB11 family interacting protein 1","GO:0043231","intracellular membrane-bounded organelle","Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."
"22",644535,660620,"ENSTGUG00000004717",100224111,"protein_coding","RAB11FIP1","RAB11 family interacting protein 1","GO:0070164","negative regulation of adiponectin secretion","Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of adiponectin from a cell."
"17",484366,738295,"ENSTGUG00000002494",100224378,"protein_coding","EXD3","exonuclease 3'-5' domain containing 3","GO:0006139","nucleobase-containing compound metabolic process","Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."
"17",484366,738295,"ENSTGUG00000002494",100224378,"protein_coding","EXD3","exonuclease 3'-5' domain containing 3","GO:0008408","3'-5' exonuclease activity","Catalysis of the hydrolysis of ester linkages within nucleic acids by removing nucleotide residues from the 3' end."
"17",484366,738295,"ENSTGUG00000002494",100224378,"protein_coding","EXD3","exonuclease 3'-5' domain containing 3","GO:0003676","nucleic acid binding","Interacting selectively and non-covalently with any nucleic acid."
"17",484366,738295,"ENSTGUG00000002494",100224378,"protein_coding","EXD3","exonuclease 3'-5' domain containing 3","GO:0090305","nucleic acid phosphodiester bond hydrolysis","The nucleic acid metabolic process in which the phosphodiester bonds between nucleotides are cleaved by hydrolysis."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0043020","NADPH oxidase complex","A enzyme complex of which the core is a heterodimer composed of a light (alpha) and heavy (beta) chain, and requires several other water-soluble proteins of cytosolic origin for activity. Functions in superoxide generation by the NADPH-dependent reduction of O2."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0045730","respiratory burst","A phase of elevated metabolic activity, during which oxygen consumption increases; this leads to the production, by an NADH dependent system, of hydrogen peroxide (H2O2), superoxide anions and hydroxyl radicals."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0016176","superoxide-generating NADPH oxidase activator activity","Increases the activity of the enzyme superoxide-generating NADPH oxidase."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0055114","oxidation-reduction process","A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0010008","endosome membrane","The lipid bilayer surrounding an endosome."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0032266","phosphatidylinositol-3-phosphate binding","Interacting selectively and non-covalently with phosphatidylinositol-3-phosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 3' position."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0006909","phagocytosis","A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0016175","superoxide-generating NADPH oxidase activity","Catalysis of the reaction: NAD(P)H + O2 = NAD(P)H + O2-."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0035091","phosphatidylinositol binding","Interacting selectively and non-covalently with any inositol-containing glycerophospholipid, i.e. phosphatidylinositol (PtdIns) and its phosphorylated derivatives."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"1A",49050574,49096484,"ENSTGUG00000010694",100224388,"protein_coding","NCF4","neutrophil cytosolic factor 4","GO:0050790","regulation of catalytic activity","Any process that modulates the activity of an enzyme."
"1A",48987327,49004617,"ENSTGUG00000010672",100224402,"protein_coding","MPST","mercaptopyruvate sulfurtransferase","GO:0051260","protein homooligomerization","The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of identical component monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."
"1A",48987327,49004617,"ENSTGUG00000010672",100224402,"protein_coding","MPST","mercaptopyruvate sulfurtransferase","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"1A",48987327,49004617,"ENSTGUG00000010672",100224402,"protein_coding","MPST","mercaptopyruvate sulfurtransferase","GO:0004792","thiosulfate sulfurtransferase activity","Catalysis of the reaction: hydrogen cyanide + thiosulfate = H(+) + sulfite + thiocyanate."
"1A",48987327,49004617,"ENSTGUG00000010672",100224402,"protein_coding","MPST","mercaptopyruvate sulfurtransferase","","",""
"22",4499648,4533240,"ENSTGUG00000014475",100224409,"protein_coding","LOC100224409","U5 small nuclear ribonucleoprotein 200 kDa helicase","GO:0003676","nucleic acid binding","Interacting selectively and non-covalently with any nucleic acid."
"22",4499648,4533240,"ENSTGUG00000014475",100224409,"protein_coding","LOC100224409","U5 small nuclear ribonucleoprotein 200 kDa helicase","GO:0005524","ATP binding","Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"22",4499648,4533240,"ENSTGUG00000014475",100224409,"protein_coding","LOC100224409","U5 small nuclear ribonucleoprotein 200 kDa helicase","GO:0016787","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."
"22",4499648,4533240,"ENSTGUG00000014475",100224409,"protein_coding","LOC100224409","U5 small nuclear ribonucleoprotein 200 kDa helicase","GO:0000166","nucleotide binding","Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."
"22",4499648,4533240,"ENSTGUG00000014475",100224409,"protein_coding","LOC100224409","U5 small nuclear ribonucleoprotein 200 kDa helicase","GO:0004386","helicase activity","Catalysis of the reaction: ATP + H2O = ADP + phosphate, to drive the unwinding of a DNA or RNA helix."
"3",11434095,11440557,"ENSTGUG00000013129",100224575,"protein_coding","LOC100224575","cytosolic 5'-nucleotidase 1B","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"3",11434095,11440557,"ENSTGUG00000013129",100224575,"protein_coding","LOC100224575","cytosolic 5'-nucleotidase 1B","GO:0000287","magnesium ion binding","Interacting selectively and non-covalently with magnesium (Mg) ions."
"3",11434095,11440557,"ENSTGUG00000013129",100224575,"protein_coding","LOC100224575","cytosolic 5'-nucleotidase 1B","GO:0000166","nucleotide binding","Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."
"3",11434095,11440557,"ENSTGUG00000013129",100224575,"protein_coding","LOC100224575","cytosolic 5'-nucleotidase 1B","GO:0016311","dephosphorylation","The process of removing one or more phosphoric (ester or anhydride) residues from a molecule."
"3",11434095,11440557,"ENSTGUG00000013129",100224575,"protein_coding","LOC100224575","cytosolic 5'-nucleotidase 1B","GO:0008253","5'-nucleotidase activity","Catalysis of the reaction: a 5'-ribonucleotide + H2O = a ribonucleoside + phosphate."
"3",11434095,11440557,"ENSTGUG00000013129",100224575,"protein_coding","LOC100224575","cytosolic 5'-nucleotidase 1B","GO:0009117","nucleotide metabolic process","The chemical reactions and pathways involving a nucleotide, a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic nucleotides (nucleoside cyclic phosphates)."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0008270","zinc ion binding","Interacting selectively and non-covalently with zinc (Zn) ions."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0008233","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0016787","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0006508","proteolysis","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0006511","ubiquitin-dependent protein catabolic process","The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0016579","protein deubiquitination","The removal of one or more ubiquitin groups from a protein."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0008234","cysteine-type peptidase activity","Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0004843","thiol-dependent ubiquitin-specific protease activity","Catalysis of the thiol-dependent hydrolysis of a peptide bond formed by the C-terminal glycine of ubiquitin and another protein."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0004197","cysteine-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0042393","histone binding","Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of eukaroytic chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0000398","mRNA splicing, via spliceosome","The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0035616","histone H2B conserved C-terminal lysine deubiquitination","A histone deubiquitination process in which a ubiquitin monomer is removed from a conserved lysine residue in the C-terminus of histone H2B. The conserved lysine residue is K119 in fission yeast, K123 in budding yeast, or K120 in mammals."
"26",2370635,2400928,"ENSTGUG00000017443",100224619,"protein_coding","USP49","ubiquitin specific peptidase 49","GO:0018215","protein phosphopantetheinylation","The modification of a protein amino acid by phosphopantetheinylation."
"27",2834529,2841159,"ENSTGUG00000002297",100224653,"protein_coding","MSL1","MSL complex subunit 1","GO:0072487","MSL complex","A histone acetyltransferase complex that catalyzes the acetylation of a histone H4 lysine residue at position 16. In human, it contains the catalytic subunit MOF, and MSL1, MSL2 and MSL3."
"27",2834529,2841159,"ENSTGUG00000002297",100224653,"protein_coding","MSL1","MSL complex subunit 1","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"27",2834529,2841159,"ENSTGUG00000002297",100224653,"protein_coding","MSL1","MSL complex subunit 1","GO:0016607","nuclear speck","A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."
"27",2834529,2841159,"ENSTGUG00000002297",100224653,"protein_coding","MSL1","MSL complex subunit 1","GO:0005654","nucleoplasm","That part of the nuclear content other than the chromosomes or the nucleolus."
"27",2834529,2841159,"ENSTGUG00000002297",100224653,"protein_coding","MSL1","MSL complex subunit 1","GO:0043984","histone H4-K16 acetylation","The modification of histone H4 by the addition of an acetyl group to a lysine residue at position 16 of the histone."
"4",14580285,14646470,"ENSTGUG00000009853",100224739,"protein_coding","RAB28","RAB28, member RAS oncogene family","GO:0003924","GTPase activity","Catalysis of the reaction: GTP + H2O = GDP + phosphate."
"4",14580285,14646470,"ENSTGUG00000009853",100224739,"protein_coding","RAB28","RAB28, member RAS oncogene family","GO:0005525","GTP binding","Interacting selectively and non-covalently with GTP, guanosine triphosphate."
"4",14580285,14646470,"ENSTGUG00000009853",100224739,"protein_coding","RAB28","RAB28, member RAS oncogene family","GO:0019003","GDP binding","Interacting selectively and non-covalently with GDP, guanosine 5'-diphosphate."
"4",14580285,14646470,"ENSTGUG00000009853",100224739,"protein_coding","RAB28","RAB28, member RAS oncogene family","GO:1901998","toxin transport","The directed movement of a toxin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"4",14580285,14646470,"ENSTGUG00000009853",100224739,"protein_coding","RAB28","RAB28, member RAS oncogene family","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"4",14580285,14646470,"ENSTGUG00000009853",100224739,"protein_coding","RAB28","RAB28, member RAS oncogene family","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0005887","integral component of plasma membrane","The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0006811","ion transport","The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0015293","symporter activity","Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported together in the same direction in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0055085","transmembrane transport","The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0006814","sodium ion transport","The directed movement of sodium ions (Na+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0003333","amino acid transmembrane transport","The process in which an amino acid is transported across a membrane."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0005298","proline:sodium symporter activity","Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: proline(out) + Na+(out) = proline(in) + Na+(in)."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0015804","neutral amino acid transport","The directed movement of neutral amino acids, amino acids with no net charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0015820","leucine transport","The directed movement of leucine, 2-amino-4-methylpentanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0015824","proline transport","The directed movement of proline, pyrrolidine-2-carboxylic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:1903825","organic acid transmembrane transport","The process in which an organic acid is transported across a membrane."
"1A",38982635,39020132,"ENSTGUG00000007865",100224749,"protein_coding","SLC6A15","solute carrier family 6 member 15","GO:0006865","amino acid transport","The directed movement of amino acids, organic acids containing one or more amino substituents, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"23",1034059,1060372,"ENSTGUG00000001606",100224779,"protein_coding","THRAP3","thyroid hormone receptor associated protein 3","GO:0008380","RNA splicing","The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0042281","dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","Catalysis of the addition of the first glucose residue to the lipid-linked oligosaccharide precursor for N-linked glycosylation; the transfer of glucose from dolichyl phosphate glucose (Dol-P-Glc) on to the lipid-linked oligosaccharide Man(9)GlcNAc(2)-PP-Dol."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0006488","dolichol-linked oligosaccharide biosynthetic process","The chemical reactions and pathways resulting in the formation of dolichol-linked oligosaccharide, usually by a stepwise addition of glycosyl chains to endoplasmic reticulum membrane-bound dolichol-P."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0016758","transferase activity, transferring hexosyl groups","Catalysis of the transfer of a hexosyl group from one compound (donor) to another (acceptor)."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0005783","endoplasmic reticulum","The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0016740","transferase activity","Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0016757","transferase activity, transferring glycosyl groups","Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0006486","protein glycosylation","A protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0005789","endoplasmic reticulum membrane","The lipid bilayer surrounding the endoplasmic reticulum."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0046527","glucosyltransferase activity","Catalysis of the transfer of a glucosyl group to an acceptor molecule, typically another carbohydrate or a lipid."
"8",3589098,3609020,"ENSTGUG00000009888",100225071,"protein_coding","ALG6","ALG6 alpha-1,3-glucosyltransferase","GO:0006487","protein N-linked glycosylation","A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the N4 atom of peptidyl-asparagine, the omega-N of arginine, or the N1' atom peptidyl-tryptophan."
"8",10069170,10091733,"ENSTGUG00000008358",100225134,"protein_coding","MKNK1","MAPK interacting serine/threonine kinase 1","GO:0000166","nucleotide binding","Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."
"8",10069170,10091733,"ENSTGUG00000008358",100225134,"protein_coding","MKNK1","MAPK interacting serine/threonine kinase 1","GO:0005524","ATP binding","Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"8",10069170,10091733,"ENSTGUG00000008358",100225134,"protein_coding","MKNK1","MAPK interacting serine/threonine kinase 1","GO:0004672","protein kinase activity","Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."
"8",10069170,10091733,"ENSTGUG00000008358",100225134,"protein_coding","MKNK1","MAPK interacting serine/threonine kinase 1","GO:0004674","protein serine/threonine kinase activity","Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate."
"8",10069170,10091733,"ENSTGUG00000008358",100225134,"protein_coding","MKNK1","MAPK interacting serine/threonine kinase 1","GO:0006468","protein phosphorylation","The process of introducing a phosphate group on to a protein."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0000166","nucleotide binding","Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0005524","ATP binding","Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0035556","intracellular signal transduction","The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0004672","protein kinase activity","Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0006468","protein phosphorylation","The process of introducing a phosphate group on to a protein."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0001764","neuron migration","The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0030900","forebrain development","The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0014069","postsynaptic density","An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymmetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0007420","brain development","The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:1900181","negative regulation of protein localization to nucleus","Any process that stops, prevents or reduces the frequency, rate or extent of protein localization to nucleus."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0007409","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0048675","axon extension","Long distance growth of a single axon process involved in cellular development."
"1",62680464,62913958,"ENSTGUG00000011857",100225399,"protein_coding","DCLK1","doublecortin like kinase 1","GO:0048813","dendrite morphogenesis","The process in which the anatomical structures of a dendrite are generated and organized."
